chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
chr2	76560001	76620000	chr2	75710001	76620000	910000	60000	98.13092671334068	99.0%	0.0592592592592592	2.0796282495370693
chr2	202540001	202590000	chr2	202540001	203810000	1270000	50000	84.28833777235906	98.0%	0.0349206349206349	2.0637288781832903
chr2	180100001	180140000	chr2	180100001	182100000	2000000	40000	50.83476743273125	96.0%	0.0444444444444444	1.9164410653652264
chr2	11790001	11850000	chr2	11790001	13020000	1230000	60000	76.93976331908813	99.0%	0.074074074074074	1.903888208410381
chr2	65540001	65590000	chr2	64300001	65590000	1290000	50000	77.06513370984219	97.0%	0.0476190476190476	1.672709045582036
chr2	145720001	145780000	chr2	143030001	145780000	2750000	60000	36.167384924673165	95.0%	0.0835978835978836	1.6130067186571615
chr2	149540001	149580000	chr2	147880001	149580000	1700000	40000	56.189884037752606	97.0%	0.0566137566137566	1.5179560256284756
chr2	15540001	15600000	chr2	13100001	15600000	2500000	60000	38.23230827537778	95.0%	0.0476190476190476	1.4911274315434586
chr2	142960001	143010000	chr2	142260001	143010000	750000	50000	107.27532161676922	99.0%	0.0444444444444444	1.4601181688920846
chr2	121950001	121990000	chr2	121950001	123610000	1660000	40000	49.9533167378672	99.0%	0.064021164021164	1.4445811156973871
chr2	157170001	157220000	chr2	155640001	157220000	1580000	50000	58.82030631855041	98.0%	0.0645502645502645	1.4013421555100678
chr2	212510001	212580000	chr2	211050001	212580000	1530000	70000	66.18083248547065	97.0%	0.0698412698412698	1.3618169370694393
chr2	181030001	181070000	chr2	180120001	181070000	950000	40000	89.50961718644612	99.0%	0.0380952380952381	1.357116452061323
chr2	41750001	41810000	chr2	40500001	41810000	1310000	60000	66.13834205170048	99.0%	0.0761904761904762	1.3274633766662731
chr2	20590001	20660000	chr2	19880001	20660000	780000	70000	119.24628955608816	98.0%	0.0756613756613756	1.2980133661916196
chr2	47730001	47790000	chr2	46910001	47790000	880000	60000	108.44841326708269	98.0%	0.073015873015873	1.287838984954072
chr2	186430001	186480000	chr2	185270001	186480000	1210000	50000	69.94658106119184	99.0%	0.0645502645502645	1.2230583734168607
chr2	155340001	155400000	chr2	155340001	157220000	1880000	60000	51.40527572242897	98.0%	0.0566137566137566	1.2057401394709433
chr2	45610001	45650000	chr2	45610001	46470000	860000	40000	107.22445858880825	99.0%	0.0915343915343915	1.1476215933818013
chr2	100940001	101000000	chr2	100250001	101000000	750000	60000	110.81266872598518	99.0%	0.0867724867724867	1.1374826727507954
chr2	158880001	158920000	chr2	158880001	159850000	970000	40000	85.0719953979563	99.0%	0.0698412698412698	1.1226244520021955
chr2	225630001	225670000	chr2	224720001	225670000	950000	40000	89.49900337629428	98.0%	0.0518518518518518	1.049913137188589
chr2	187410001	187480000	chr2	186190001	187480000	1290000	70000	71.54386359814715	98.0%	0.073015873015873	1.0048989871213647
chr2	7400001	7440000	chr2	7400001	9370000	1970000	40000	57.08826717850382	97.0%	0.0793650793650793	0.9812862919370966
chr2	19820001	19870000	chr2	18310001	19870000	1560000	50000	58.22927913438188	99.0%	0.0936507936507936	0.9133998374376172
chr2	60540001	60600000	chr2	58790001	60600000	1810000	60000	57.79680239225374	99.0%	0.0349206349206349	0.8589580460284774
chr2	39710001	39760000	chr2	38930001	39760000	830000	50000	97.18406275618192	99.0%	0.0624338624338624	0.8550893694963191
chr2	174310001	174350000	chr2	172960001	174350000	1390000	40000	74.89606180265591	98.0%	0.0814814814814814	0.8544666564080913
chr2	48370001	48430000	chr2	47920001	48430000	510000	60000	171.93318219435355	99.0%	0.0486772486772486	0.8150159256744193
chr2	196280001	196340000	chr2	196280001	196910000	630000	60000	126.7753017972052	99.0%	0.0634920634920634	0.7370050935222354
chr2	178090001	178140000	chr2	178090001	178740000	650000	50000	114.13558817606388	99.0%	0.0962962962962963	0.6579795518580374
chr2	33550001	33590000	chr2	32310001	33590000	1280000	40000	75.7313043434049	99.0%	0.0904761904761904	0.648101971983176
chr2	3270001	3340000	chr2	1830001	3340000	1510000	70000	59.12711341850978	97.0%	0.0931216931216931	0.6060219385322841
chr2	47280001	47340000	chr2	46470001	47340000	870000	60000	110.44255142650634	99.0%	0.0931216931216931	0.5572195479399157
chr2	68280001	68350000	chr2	65700001	68350000	2650000	70000	33.2833674619233	95.0%	0.0846560846560846	0.4697140881073007
chr2	147030001	147100000	chr2	147030001	147700000	670000	70000	118.9366201161031	99.0%	0.0952380952380952	0.4487121567050382
chr2	37360001	37420000	chr2	37360001	38280000	920000	60000	114.49926006052254	99.0%	0.0592592592592592	0.4186312778317517
chr2	164040001	164100000	chr2	163210001	164100000	890000	60000	90.99352351746366	99.0%	0.0973544973544973	0.4051492216753168
chr2	38520001	38590000	chr2	38520001	39230000	710000	70000	129.84863869127958	99.0%	0.0719576719576719	0.3904936996406718
chr2	46620001	46670000	chr2	45970001	46670000	700000	50000	118.9314955495776	99.0%	0.0846560846560846	0.292616891796818
chr2	157260001	157310000	chr2	157260001	158760000	1500000	50000	57.4962705559952	98.0%	0.0735449735449735	0.2333912109804221
chr2	228630001	228690000	chr2	227890001	228690000	800000	60000	109.38187979397613	99.0%	0.0915343915343915	0.2197188993847343
chr2	95760001	95800000	chr2	95760001	96620000	860000	40000	87.30174667191865	98.0%	0.0735449735449735	0.1012772394443559
chr2	62710001	62780000	chr2	61900001	62780000	880000	70000	106.38613913016864	99.0%	0.0915343915343915	0.0876977344474888
chr2	181050001	181100000	chr2	181050001	182100000	1050000	50000	84.58808242385625	99.0%	0.0835978835978836	-0.5745424185101075
chr2	8670001	8710000	chr2	7090001	8710000	1620000	40000	71.2566594146893	99.0%	0.0396825396825396	-1.4411886671237917
chr3	187710001	187760000	chr3	187710001	188980000	1270000	50000	76.5795049907625	99.0%	0.0137566137566137	6.249813218369383
chr3	47320001	47380000	chr3	46680001	47380000	700000	60000	166.67173007659284	99.0%	0.0227513227513227	3.898826047488251
chr3	136970001	137030000	chr3	136120001	137030000	910000	60000	105.683831761893	99.0%	0.0243386243386243	3.2322325899468343
chr3	180570001	180620000	chr3	179570001	180620000	1050000	50000	91.63957244482552	99.0%	0.0687830687830687	3.1589888971955893
chr3	48130001	48180000	chr3	47450001	48180000	730000	50000	154.83301617070862	99.0%	0.0349206349206349	2.4776780001662377
chr3	46350001	46400000	chr3	45740001	46400000	660000	50000	156.69756160301856	99.0%	0.0354497354497354	2.4578307140179887
chr3	153020001	153060000	chr3	153020001	153780000	760000	40000	108.39285529918168	99.0%	0.0343915343915343	2.348308024942197
chr3	16570001	16630000	chr3	16570001	17860000	1290000	60000	75.51749425364224	99.0%	0.0391534391534391	2.245925174704923
chr3	140840001	140890000	chr3	139890001	140890000	1000000	50000	86.91920444005915	99.0%	0.0359788359788359	2.2296864283956586
chr3	183360001	183410000	chr3	182710001	183410000	700000	50000	139.67976721501685	99.0%	0.0417989417989418	2.035223602863882
chr3	72800001	72850000	chr3	71890001	72850000	960000	50000	98.54299832167166	99.0%	0.0619047619047619	1.9981725161356343
chr3	121540001	121570000	chr3	121540001	123850000	2310000	30000	49.44298246203442	95.0%	0.0433862433862433	1.895038968894089
chr3	71700001	71740000	chr3	71700001	72920000	1220000	40000	65.0379530327507	99.0%	0.0857142857142857	1.878378331210537
chr3	61360001	61400000	chr3	59810001	61400000	1590000	40000	57.55272748545411	99.0%	0.0804232804232804	1.5801023922373016
chr3	45010001	45060000	chr3	45010001	46250000	1240000	50000	81.51434160511624	97.0%	0.0582010582010582	1.5212006622729226
chr3	161390001	161440000	chr3	160560001	161440000	880000	50000	96.00114756822516	99.0%	0.0619047619047619	1.459525718819836
chr3	183420001	183490000	chr3	183420001	184300000	880000	70000	111.45798222020515	98.0%	0.0671957671957672	1.2956617005277862
chr3	192400001	192450000	chr3	191070001	192450000	1380000	50000	69.58002790229253	99.0%	0.0904761904761904	1.2479050177647557
chr3	156120001	156180000	chr3	156120001	157280000	1160000	60000	76.70585901887823	98.0%	0.0597883597883597	1.2400576080709405
chr3	131020001	131080000	chr3	131020001	132190000	1170000	60000	76.37063775441759	98.0%	0.0846560846560846	1.182493014219335
chr3	118810001	118870000	chr3	117520001	118870000	1350000	60000	61.46568630428274	98.0%	0.0645502645502645	1.0802409636222825
chr3	98020001	98060000	chr3	98020001	99100000	1080000	40000	79.50457856862202	99.0%	0.0608465608465608	1.053747792924703
chr3	16250001	16300000	chr3	16250001	17410000	1160000	50000	79.45837808207158	99.0%	0.0576719576719576	1.0239826601512525
chr3	69100001	69170000	chr3	69100001	70100000	1000000	70000	89.25813499489665	98.0%	0.0428571428571428	0.9812051907151084
chr3	97760001	97820000	chr3	97760001	98900000	1140000	60000	78.37886617564246	98.0%	0.0793650793650793	0.9006141242779918
chr3	197560001	197610000	chr3	197560001	198180000	620000	50000	160.32741778745563	98.0%	0.0904761904761904	0.8981173133074766
chr3	168180001	168230000	chr3	168180001	169680000	1500000	50000	64.1899989570867	96.0%	0.0761904761904762	0.7561019768499809
chr3	30670001	30730000	chr3	29710001	30730000	1020000	60000	78.90504062686323	98.0%	0.0783068783068783	0.7330543931581863
chr3	19320001	19370000	chr3	19320001	20240000	920000	50000	97.117686208524	99.0%	0.0925925925925925	0.7298510166394945
chr3	124730001	124770000	chr3	124730001	125590000	860000	40000	104.39725321617613	99.0%	0.0772486772486772	0.7130298790124856
chr3	124670001	124730000	chr3	123630001	124730000	1100000	60000	82.28486148801333	97.0%	0.0793650793650793	0.7111615426720465
chr3	73050001	73090000	chr3	71790001	73090000	1300000	40000	73.96029781970962	99.0%	0.0904761904761904	0.6924802094716022
chr3	131990001	132040000	chr3	131270001	132040000	770000	50000	108.381193135605	99.0%	0.092063492063492	0.664972685124365
chr3	59820001	59870000	chr3	59200001	59870000	670000	50000	110.07716733649436	99.0%	0.0814814814814814	0.6542669279412152
chr3	142240001	142290000	chr3	141580001	142290000	710000	50000	125.42296969532823	99.0%	0.0857142857142857	0.6330706636733302
chr3	107210001	107250000	chr3	107210001	108490000	1280000	40000	63.84333738934704	99.0%	0.0957671957671957	0.6251196384070155
chr3	102510001	102550000	chr3	101800001	102550000	750000	40000	111.79668569401132	99.0%	0.091005291005291	0.5816796076662234
chr3	170280001	170320000	chr3	170280001	170850000	570000	40000	131.61383817188076	99.0%	0.0941798941798941	0.5355826024838648
chr3	11640001	11680000	chr3	10930001	11680000	750000	40000	115.85632243881706	99.0%	0.092063492063492	0.3359290129409184
chr3	37180001	37230000	chr3	36710001	37230000	520000	50000	151.75435626815909	99.0%	0.0978835978835978	0.3157830965580163
chr3	5050001	5120000	chr3	3880001	5120000	1240000	70000	78.19305126141045	98.0%	0.0761904761904762	0.1487437161505892
chr3	101760001	101820000	chr3	101760001	102720000	960000	60000	93.62704049096978	98.0%	0.0962962962962963	-0.7811207702425111
chr4	37360001	37400000	chr4	36090001	37400000	1310000	40000	61.4530059254239	99.0%	0.0645502645502645	3.3834473342885194
chr4	54200001	54250000	chr4	52530001	54250000	1720000	50000	48.943984464931	98.0%	0.0444444444444444	3.0683584307945586
chr4	105440001	105490000	chr4	104090001	105490000	1400000	50000	61.952022485505054	99.0%	0.0486772486772486	2.8642524371674103
chr4	144140001	144200000	chr4	144140001	145750000	1610000	60000	48.00120584724096	97.0%	0.0603174603174603	2.504413010096357
chr4	110460001	110530000	chr4	110070001	110530000	460000	70000	127.49101477061944	99.0%	0.0619047619047619	2.0562523789591887
chr4	12600001	12650000	chr4	9620001	12650000	3030000	50000	27.81054887742397	95.0%	0.0899470899470899	2.046454136268804
chr4	2200001	2260000	chr4	2200001	2980000	780000	60000	110.6248496768386	98.0%	0.0433862433862433	1.9479815920518124
chr4	26980001	27030000	chr4	25920001	27030000	1110000	50000	74.43838887495261	98.0%	0.0634920634920634	1.9007163489321184
chr4	145030001	145080000	chr4	144250001	145080000	830000	50000	82.70635753759586	99.0%	0.0666666666666666	1.7094812009367797
chr4	185570001	185610000	chr4	185000001	185610000	610000	40000	110.635806624105	99.0%	0.0899470899470899	1.6977874506056607
chr4	13510001	13580000	chr4	12420001	13580000	1160000	70000	61.86317395163704	98.0%	0.0883597883597883	1.470565885373433
chr4	176350001	176400000	chr4	176350001	177050000	700000	50000	92.4481288172216	99.0%	0.0645502645502645	1.434869599747301
chr4	146890001	146940000	chr4	145590001	146940000	1350000	50000	55.67167772742077	98.0%	0.073015873015873	1.264292440425662
chr4	9380001	9430000	chr4	9380001	12690000	3310000	50000	23.237169735502818	95.0%	0.0994708994708994	-3.445004148004337
chr4	68450001	68490000	chr4	68450001	69700000	1250000	40000	59.44561618511789	99.0%	0.091005291005291	-7.225883740633383
chr4	68620001	68660000	chr4	68620001	69630000	1010000	40000	71.25437799020574	98.0%	0.0931216931216931	-9.591212969605806
chr5	159100001	159140000	chr5	157940001	159140000	1200000	40000	83.58593234638198	99.0%	0.0074074074074074	6.647974568453596
chr5	112120001	112170000	chr5	111140001	112170000	1030000	50000	91.90515347082916	99.0%	0.0264550264550264	3.666430755169126
chr5	143790001	143860000	chr5	143010001	143860000	850000	70000	105.13967055141856	99.0%	0.0222222222222222	3.4360606740363373
chr5	144130001	144190000	chr5	142860001	144190000	1330000	60000	62.55726990674125	98.0%	0.019047619047619	3.399866948288645
chr5	54190001	54250000	chr5	52920001	54250000	1330000	60000	66.8660661757045	98.0%	0.0518518518518518	2.60091701785104
chr5	58420001	58470000	chr5	57290001	58470000	1180000	50000	72.62967305956366	99.0%	0.0597883597883597	2.311788979755601
chr5	127520001	127590000	chr5	127520001	128200000	680000	70000	115.29133079495712	99.0%	0.0412698412698412	2.183231382456623
chr5	143940001	143980000	chr5	142890001	143980000	1090000	40000	74.23636879289823	99.0%	0.0613756613756613	2.17882650122154
